fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt
102,104,0.000569941,0.006103882,0.514145749,2172,2172,2172,0,0,1,-30,30,-338.458109803,-30.6008323674,339.099284144,-15.0192428527
102,105,0.001802349,0.016415993,0.053280729,904,904,904,0,0,1,-30,30,18.1035729626,21.963181586,-18.0869967959,-27.2152991632
102,107,0.000439303,0.004704796,0.396297125,2172,2172,2172,0,0,1,-30,30,-236.089105891,111.07872263,236.4038467,-147.868177091
102,119,0.00130028,0.01392558,1.172987616,2172,2172,2172,0,0,1,-30,30,-768.954149104,99.7937642686,776.828239987,-134.18893952
103,104,0.00142502,0.012979233,0.042126176,904,904,904,0,0,1,-30,30,168.371971802,-3.33669493651,-167.978703526,2.59952265504
103,108,0.0029596,0.026956358,0.087491169,904,904,904,0,0,1,-30,30,-55.5806882221,41.3269747604,55.7301756345,-48.8612512509
104,109,0.002108111,0.019200907,0.062319614,904,904,904,0,0,1,-30,30,-186.424401152,61.8743395897,187.227608169,-60.8866605687
105,107,0.001474623,0.013431023,0.043592531,904,904,904,0,0,1,-30,30,-103.445086533,15.0620894524,103.605718059,-17.997623668
106,108,0.000207266,0.001887799,0.006127155,904,904,904,0,0,1,-30,30,823.15530323,2.6112083508,-821.76413754,9.44211653239
107,147,0.001582089,0.014409838,0.046769432,904,904,904,0,0,1,-30,30,107.30593985,0.139310570971,-107.125176015,-3.19972761627
107,161,0.000827253,0.008859617,0.746268503,2172,2172,2172,0,0,1,-30,30,-450.778891898,162.995513276,452.776203691,-215.87650943
108,109,0.000349018,0.003737871,0.31485057,2172,2172,2172,0,0,1,-30,30,19.5094170532,-35.2333339648,-19.5067924836,3.55899447603
109,110,0.001427828,0.013004811,0.042209194,904,904,904,0,0,1,-30,30,171.557141604,55.6020644922,-171.092832933,-55.5850755366
109,111,0.000264474,0.002832428,0.238582703,2172,2172,2172,0,0,1,-30,30,-1003.89040483,171.919024242,1006.62456802,-166.624760186
109,117,0.003582056,0.032625755,0.105892106,904,904,904,0,0,1,-30,30,-107.656371065,29.0328714334,108.11040283,-35.4961173215
110,112,0.001981878,0.018051159,0.058587924,904,904,904,0,0,1,-30,30,54.3153266349,-3.87147849243,-54.2561411377,-1.37415279908
110,113,0.00053232,0.004848432,0.015736361,904,904,904,0,0,1,-30,30,-111.999318783,36.5788674225,112.074406423,-37.4481491207
111,113,0.001632658,0.014870424,0.04826434,904,904,904,0,0,1,-30,30,301.755615496,30.1341268938,-300.256601215,-21.2810661562
111,114,0.001283996,0.011694773,0.037957256,904,904,904,0,0,1,-30,30,9.47950475171,19.1968549012,-9.47265646362,-22.9328738641
111,124,0.000893008,0.009563826,0.80558579,2172,2172,2172,0,0,1,-30,30,-1462.73535312,102.806214672,1481.96204239,21.5328772307
112,115,0.001423625,0.012966531,0.042084952,904,904,904,0,0,1,-30,30,27.4723392924,-1.30422787112,-27.4614391759,-2.74614442126
113,116,0.001810697,0.016492022,0.053527496,904,904,904,0,0,1,-30,30,-177.524426868,-5.22745009784,178.10340486,5.2022130579
113,117,0.002766709,0.025199488,0.081788967,904,904,904,0,0,1,-30,30,-203.623147278,7.023678976,204.79023552,-4.49091190775
114,117,0.001653338,0.015058783,0.04887569,904,904,904,0,0,1,-30,30,-53.4690489289,16.6352575834,53.5224327766,-21.0178614284
116,119,0.001905382,0.017354429,0.056326573,904,904,904,0,0,1,-30,30,-216.869909715,-9.07886276661,217.772251168,11.6653111841
117,118,0.001629821,0.014844587,0.048180481,904,904,904,0,0,1,-30,30,-531.600445335,36.0481925563,536.257332413,1.54746785735
117,122,0.002458704,0.022394139,0.072683759,904,904,904,0,0,1,-30,30,-57.8089209452,1.54893739334,57.8922247904,-8.01907630012
119,124,0.00106578,0.011414163,0.961444469,2172,2172,2172,0,0,1,-30,30,-1032.35065112,39.275952841,1043.72438763,-14.944953247
119,126,0.000659835,0.007066621,0.59523975,2172,2172,2172,0,0,1,-30,30,-165.199585899,45.9433719699,165.416382273,-103.244878218
119,134,0.000777341,0.008325074,0.701242502,2172,2172,2172,0,0,1,-30,30,108.167998744,16.5650112888,-108.056814612,-85.5512826848
119,173,0.001038798,0.011125196,0.937104021,2172,2172,2172,0,0,1,-30,30,9.13778184922,12.1748949161,-9.10059741746,-105.410979535
120,123,0.00128002,0.011658563,0.037839732,904,904,904,0,0,1,-30,30,-35.1160565455,-3.51160608908,35.1320053375,-0.0986755114141
121,124,0.002103973,0.019163212,0.062197268,904,904,904,0,0,1,-30,30,-526.05739859,0.874721591306,531.933757466,46.388353815
121,126,0.001342865,0.012230957,0.039697526,904,904,904,0,0,1,-30,30,35.8681587763,-32.7299880142,-35.8378980821,29.0589501555
121,128,0.001419287,0.012927023,0.041956721,904,904,904,0,0,1,-30,30,408.467851524,23.6831253504,-406.068535818,-5.95501701332
122,126,0.001208459,0.011006771,0.035724235,904,904,904,0,0,1,-30,30,-125.565635667,1.25173459023,125.757254933,-3.06528926905
123,125,0.001403068,0.012779293,0.04147724,904,904,904,0,0,1,-30,30,22.7883788929,-1.77285545673,-22.7810410962,-2.27810439129
123,126,0.002845761,0.025919501,0.084125884,904,904,904,0,0,1,-30,30,-115.781241083,1.93023674151,116.166429307,-6.79501546797
123,133,0.003005748,0.027376677,0.088855385,904,904,904,0,0,1,-30,30,2.82004523096,-5.5627878361,-2.8197644805,-3.26125086653
124,126,0.00049436,0.005294434,0.445963858,2172,2172,2172,0,0,1,-30,30,2017.47009146,126.244111039,-1997.67217985,40.7568905898
126,127,0.000310515,0.002828201,0.00917938,904,904,904,0,0,1,-30,30,506.856329913,26.0828339171,-506.054398158,-19.6923478222
126,130,0.000205238,0.002198031,0.185145879,2172,2172,2172,0,0,1,-30,30,739.794715589,-20.7453973789,-738.668345072,14.3614767647
127,130,0.001036675,0.009442152,0.030646015,904,904,904,0,0,1,-30,30,19.8092355198,-15.1953907174,-19.8031871617,12.2038730247
127,131,0.001712516,0.015597782,0.050625097,904,904,904,0,0,1,-30,30,187.186388416,4.98185668233,-186.581169768,-4.47678878157
128,131,0.001244536,0.011335367,0.036790746,904,904,904,0,0,1,-30,30,-45.7798048488,-39.22982401,45.8244224228,36.0295202613
129,132,0.00068285,0.006219468,0.020186277,904,904,904,0,0,1,-30,30,-53.4813056587,-5.34813128542,53.501301693,3.54417920156
130,131,0.001920792,0.017494784,0.056782118,904,904,904,0,0,1,-30,30,156.397296722,10.9359862672,-155.921555554,-12.225384021
130,133,0.003687002,0.033581615,0.108994503,904,904,904,0,0,1,-30,30,43.5920332362,-7.47313861908,-43.5214780517,-2.7227245612
130,136,0.000500383,0.005358945,0.451397834,2172,2172,2172,0,0,1,-30,30,493.50730476,-36.7937398524,-492.281734465,5.05613897962
131,135,0.002852894,0.025984463,0.084336729,904,904,904,0,0,1,-30,30,129.514853798,-13.2019572312,-129.026727662,9.34574425699
131,136,0.00188504,0.017169149,0.05572522,904,904,904,0,0,1,-30,30,-6.21440907148,-23.4631786365,6.22336136751,18.034373649
132,135,0.001687092,0.015366213,0.049873501,904,904,904,0,0,1,-30,30,-2.05497883342,0.619748976674,2.05521321301,-5.52556335681
132,136,0.002298553,0.020935471,0.067949421,904,904,904,0,0,1,-30,30,-167.400438761,-1.07062775597,168.054810537,0.313779293126
132,139,0.003203981,0.029182204,0.094715509,904,904,904,0,0,1,-30,30,11.4420727179,-6.2001493444,-11.4377351162,-3.08608102838
133,134,0.000247534,0.002651013,0.22330171,2172,2172,2172,0,0,1,-30,30,-389.905396281,-11.2969090104,390.284138042,-6.85695771784
133,137,0.002346977,0.021376517,0.069380902,904,904,904,0,0,1,-60,60,28.5069158106,2.97773085721,-28.4867453706,-9.67364954818
133,138,0.003451861,0.031439926,0.102043308,904,904,904,0,0,1,-30,30,72.814200183,-6.95413085838,-72.6298829107,-1.48920367132
133,142,0.003348183,0.030495611,0.098978384,904,904,904,0,0,1,-30,30,63.3039833355,-6.5990555942,-63.1688484689,-1.99056172918
134,136,0.00120293,0.012882997,1.085168159,2172,2172,2172,0,0,1,-30,30,171.7142367,-56.0096865658,-171.357944804,-48.0494728433
134,137,0.00012567,0.001345883,0.113367182,4344,4344,4344,0,0,1,-30,30,1219.85167132,117.118465454,-1217.95445526,-108.052744141
134,188,0.001148042,0.010456488,0.033938205,904,904,904,0,0,1,-30,30,-187.215793291,12.8354521966,187.622371275,-12.514147442
134,193,0.000273346,0.002927443,0.246586077,2172,2172,2172,0,0,1,-30,30,-2121.23063118,-45.001313562,2133.58688051,152.566516733
135,139,0.002068494,0.018840067,0.06114845,904,904,904,0,0,1,-30,30,19.392394724,-7.88765685555,-19.3839856363,1.94621605326
135,141,0.003008345,0.027400331,0.088932156,904,904,904,0,0,1,-30,30,-44.9945274903,-4.71572512246,45.0564480806,-3.48160100269
135,144,0.00297949,0.027137519,0.088079157,904,904,904,0,0,1,-30,30,17.9361222957,-4.68574058732,-17.9263739482,-3.88555129593
136,141,0.001550126,0.014118713,0.045824542,904,904,904,0,0,1,-30,30,159.193944971,2.72187634395,-158.797751885,-3.6481410417
136,143,0.002072696,0.018878342,0.061272679,904,904,904,0,0,1,-30,30,175.281210597,6.43466793833,-174.637733782,-6.62547642671
137,142,0.003212851,0.029262992,0.094977719,904,904,904,0,0,1,-30,30,45.0149197635,-11.4018418345,-44.9476704015,2.61006361033
138,140,0.001376464,0.012536984,0.040690787,904,904,904,0,0,1,-30,30,71.8776467504,1.62000528448,-71.8056521997,-4.98812556121
140,141,0.001009929,0.009198541,0.029855336,904,904,904,0,0,1,-30,30,25.0144056382,0.101257967029,-25.007980819,-2.98972325032
141,143,0.001323773,0.012057065,0.039133134,904,904,904,0,0,1,-30,30,87.9531417822,5.03985037851,-87.8487049951,-7.94224913878
143,144,0.002612643,0.023796234,0.077234481,904,904,904,0,0,1,-30,30,27.7216235544,-6.72289901808,-27.7009664559,-0.679515810184
143,145,0.002416296,0.022007881,0.071430098,904,904,904,0,0,1,-30,30,135.533016158,11.3667746969,-135.075952419,-14.1804676249
146,149,0.001841136,0.016769264,0.054427328,904,904,904,0,0,1,-30,30,337.670575913,-26.1816147518,-335.456382713,41.1662479481
148,149,0.00161906,0.014746578,0.047862377,904,904,904,0,0,1,-30,30,-171.231147655,-13.469377203,171.737198211,13.5466323086
148,154,0.002116214,0.019274704,0.062559133,904,904,904,0,0,1,-30,30,-133.155089114,-16.9692530297,133.557779608,14.7065775972
149,152,0.000202482,0.002168519,0.182659929,2172,2172,2172,0,0,1,-30,30,-928.209326057,-164.718089738,930.094320491,167.423110109
149,155,0.002589285,0.023583488,0.076543981,904,904,904,0,0,1,-30,30,10.1847717718,-7.43110642542,-10.1815587787,0.17134731397
150,151,0.000148924,0.001594928,0.134344883,2172,2172,2172,0,0,1,-30,30,199.097303526,-146.675052327,-199.005204853,134.75199479
150,158,0.002402392,0.021881248,0.07101909,904,904,904,0,0,1,-30,30,56.5424418994,-13.2481527637,-56.4599227858,7.1830083754
151,152,0.001119573,0.011990264,1.009970935,2172,2172,2172,0,0,1,-30,30,238.222455458,-66.185804465,-237.559006911,-23.9419815147
151,158,0.001602586,0.014596524,0.047375354,904,904,904,0,0,1,-30,30,63.4248664183,-1.60897023277,-63.357905013,-2.33767053844
151,166,0.000654955,0.007014358,0.590837543,2172,2172,2172,0,0,1,-30,30,-659.845370074,-123.552744936,662.868531733,98.3230803908
152,154,0.000805574,0.007337256,0.023814237,904,904,904,0,0,1,-30,30,270.221099341,31.6768760415,-269.60100331,-28.3109126254
152,155,0.001566957,0.014272016,0.046322111,904,904,904,0,0,1,-30,30,158.556099653,16.2592091895,-158.141296133,-16.9176323985
152,157,0.001573588,0.014332409,0.046518126,904,904,904,0,0,1,-30,30,167.114929004,16.8399978107,-166.652441899,-17.0819189132
152,160,0.001695364,0.01544156,0.050118054,904,904,904,0,0,1,-30,30,181.901854148,17.4109569747,-181.312171168,-16.8357309557
152,161,0.000403851,0.004325115,0.36431559,2172,2172,2172,0,0,1,-30,30,-637.895722231,-174.198880248,639.705854989,158.159682873
152,168,0.000656015,0.007025709,0.591793682,2172,2172,2172,0,0,1,-30,30,-855.450997183,-112.739146418,860.486593141,108.907170599
153,158,0.002249172,0.020485698,0.066489608,904,904,904,0,0,1,-30,30,-111.093781676,1.5269060343,111.384331712,-5.25634026555
153,159,0.001778985,0.016203187,0.052590035,904,904,904,0,0,1,-30,30,-87.6641745591,-21.4027052416,87.8136461794,17.7057947343
155,159,0.00122283,0.011137666,0.036149075,904,904,904,0,0,1,-30,30,-296.909067556,-25.2491245391,298.047439773,32.1481875308
156,159,0.000410587,0.003739669,0.048550778,1808,1808,1808,0,0,1,-30,30,-410.68767742,-41.0687740887,411.415426818,43.0202468955
157,160,0.000789433,0.00719024,0.023337074,904,904,904,0,0,1,-30,30,57.3257455648,1.99097858525,-57.2984289005,-3.9634360962
158,166,0.002742415,0.024978214,0.081070789,904,904,904,0,0,1,-30,30,-222.437428618,-25.7770511207,223.863472847,30.8698720686
158,167,0.002799459,0.025497772,0.082757096,904,904,904,0,0,1,-30,30,-193.906444743,-24.3916602728,195.014210233,26.4318530541
159,163,0.000265204,0.002840248,0.239241441,2172,2172,2172,0,0,1,-30,30,-818.331658325,-104.496824069,820.192762851,101.182377894
159,165,0.000584546,0.006260301,0.527321318,2172,2172,2172,0,0,1,-30,30,-330.731073716,-23.5560307209,331.392604513,-20.4358671859
160,161,0.00175553,0.015989561,0.051896676,904,904,904,0,0,1,-30,30,-348.061630437,-50.6895324377,350.34054794,66.4295731597
160,168,0.00231117,0.021050388,0.068322402,904,904,904,0,0,1,-30,30,-417.31564555,-28.9101046376,421.563321298,60.9689565296
161,164,0.001508546,0.013739996,0.044595354,904,904,904,0,0,1,-30,30,35.2504844659,-1.48197269093,-35.2313909433,-2.72130297313
161,168,0.000388465,0.004160337,0.350435948,2172,2172,2172,0,0,1,-30,30,-789.638447236,-18.3106370725,792.104665326,10.1764605212
161,173,0.000584743,0.006262406,0.527498628,2172,2172,2172,0,0,1,-30,30,-853.985916345,-5.47525449356,858.330389019,-0.078593739903
162,164,0.001969232,0.017935982,0.058214098,904,904,904,0,0,1,-30,30,15.1003219463,-3.10741396223,-15.0957454074,-2.56266426005
162,169,0.001954257,0.017799587,0.057771407,904,904,904,0,0,1,-30,30,-74.836375995,-2.86619213236,74.9478966497,-1.79683801431
163,168,0.000328078,0.003513611,0.295960544,2172,2172,2172,0,0,1,-30,30,-752.103935838,-114.851773226,754.037752362,106.465772133
163,170,0.001446252,0.013172619,0.042753841,904,904,904,0,0,1,-30,30,-130.9193854,7.38633915315,131.174498136,-9.24219434563
165,166,0.000291388,0.003120673,0.262862392,2172,2172,2172,0,0,1,-30,30,-1404.93930931,-113.723661852,1410.89544539,151.780617971
165,167,0.00150717,0.013727466,0.044554685,904,904,904,0,0,1,-30,30,-274.410258011,-17.4516396848,275.583127472,23.7785081427
165,172,0.001824465,0.016617421,0.053934499,904,904,904,0,0,1,-30,30,-192.747532875,-2.45935628912,193.445852281,3.56290158157
166,167,4.68e-05,0.000501204,0.042217674,2172,2172,2172,0,0,1,-30,30,1232.48426697,140.547212199,-1231.75446065,-136.893466279
167,175,0.000461056,0.004937759,0.415920179,2172,2172,2172,0,0,1,-30,30,-1016.41121828,-83.3344977098,1021.26737086,94.0130909416
167,181,0.000669035,0.007165154,0.603539474,2172,2172,2172,0,0,1,-30,30,-278.702817779,-35.6096083832,279.230859038,-18.3098730886
168,170,0.001948455,0.017746737,0.057599872,904,904,904,0,0,1,-30,30,51.4522381245,23.142650869,-51.386804184,-28.2140568773
168,175,6.48e-05,0.002082773,4.241227232,14580,14580,14580,0,0,1,-30,30,-2858.77467733,-353.418234323,2864.14029648,103.397996556
168,176,0.002647882,0.024117193,0.078276207,904,904,904,0,0,1,-30,30,-151.819018983,30.6623231508,152.467731222,-32.4710122825
169,173,0.004146636,0.03776801,0.122582118,904,904,904,0,0,1,-30,30,-111.85160098,-1.8935326916,112.379249952,-5.41813320469
170,172,0.002251564,0.020507492,0.066560346,904,904,904,0,0,1,-30,30,-60.4329134734,2.9622601719,60.5178522351,-8.70173960217
170,177,0.002160034,0.019673822,0.063854536,904,904,904,0,0,1,-30,30,-164.741583326,18.2777974406,165.350889932,-18.9748135828
171,173,0.000471761,0.005052408,0.42557738,2172,2172,2172,0,0,1,-30,30,-25.8498413073,-4.53951284721,25.8543224411,-37.6822806596
172,175,0.001601773,0.014589122,0.047351328,904,904,904,0,0,1,-30,30,-381.106071186,-31.9578710898,383.497543657,49.0484242904
172,178,0.001566145,0.014264614,0.046298087,904,904,904,0,0,1,-30,30,76.5773432856,32.0819441839,-76.4646248112,-35.5585602278
172,179,0.001419076,0.012925101,0.041950483,904,904,904,0,0,1,-30,30,-251.447490546,-25.1347854941,252.371971725,29.4196033497
172,181,0.001652688,0.015052863,0.048856473,904,904,904,0,0,1,-30,30,-169.21163432,-17.7259065913,169.699114812,17.357790373
173,174,0.000180364,0.001931638,0.162706874,2172,2172,2172,0,0,1,-30,30,-280.755241422,183.180491562,280.964954146,-197.031970354
173,180,0.001534098,0.013972729,0.045350725,904,904,904,0,0,1,-30,30,-124.987204922,39.8407980812,125.256049581,-41.8760807909
173,193,0.000801173,0.008580307,0.72274143,2172,2172,2172,0,0,1,-30,30,-629.998936241,-79.3993057113,633.218050253,41.3990324015
174,176,0.000174186,0.001865474,0.157133664,2172,2172,2172,0,0,1,-30,30,-578.83281861,153.635975813,579.470601385,-162.271376692
174,180,0.002126804,0.019371157,0.062872187,904,904,904,0,0,1,-30,30,-62.3807842284,7.37112766525,62.4670698672,-12.7816659427
175,179,0.000146452,0.001568456,0.132115123,2172,2172,2172,0,0,1,-30,30,1483.17447324,187.145682477,-1479.90686489,-165.333470573
175,181,0.000288563,0.003090419,0.260313973,2172,2172,2172,0,0,1,-30,30,981.150238765,123.949369485,-978.326022595,-119.634675118
175,184,0.000834024,0.007596384,0.024655279,904,904,904,0,0,1,-30,30,324.045631098,35.5653127069,-323.161011232,-29.9676525924
176,177,0.000180903,0.001937417,0.163193659,2172,2172,2172,0,0,1,-30,30,673.94179616,40.6225802989,-673.100985239,-47.6145758498
176,189,0.002699886,0.024590855,0.079813553,904,904,904,0,0,1,-30,30,-386.089708846,31.7360365155,390.22172389,-1.99194897575
176,190,0.00069356,0.007427804,0.625663142,2172,2172,2172,0,0,1,-30,30,-1493.10470877,75.0523422503,1508.92413226,32.3556854037
177,178,0.001420168,0.012935046,0.04198276,904,904,904,0,0,1,-30,30,239.034581094,20.0849022247,-238.197900856,-16.5467427776
177,181,0.000368136,0.003942617,0.332096854,2172,2172,2172,0,0,1,-30,30,-132.726504402,-147.925352954,132.858065835,116.66029275
177,182,0.000330972,0.003544605,0.298571253,2172,2172,2172,0,0,1,-30,30,670.686320354,52.8592060136,-669.148905397,-65.4702146635
177,183,0.000103553,0.001109023,0.093415856,2172,2172,2172,0,0,1,-30,30,-874.42475404,81.0525138493,875.24197724,-81.4379209215
178,182,0.000710815,0.006474176,0.021012973,904,904,904,0,0,1,-30,30,-110.14279557,-10.7937747518,110.232706373,9.57845450852
178,183,0.001709968,0.015574573,0.050549766,904,904,904,0,0,1,-30,30,-259.265441462,-5.50803539203,260.45468721,11.4243150709
179,181,0.000142415,0.001525216,0.128472892,2172,2172,2172,0,0,1,-30,30,462.190826118,60.9403005608,-461.877922419,-70.3239353989
179,184,7.1e-05,0.000760352,0.064046437,2172,2172,2172,0,0,1,-30,30,176.421947943,13.8715623857,-176.399483425,-19.988514513
179,185,0.000492185,0.00448287,0.014549871,904,904,904,0,0,1,-30,30,223.796044621,24.5893932642,-223.54459616,-23.7406508279
180,188,0.00285794,0.026030423,0.084485901,904,904,904,0,0,1,-30,30,22.6409089299,-30.2345998291,-22.6063078882,22.1762012316
180,190,0.002176504,0.019823836,0.064341431,904,904,904,0,0,1,-30,30,-551.864888786,50.7422590132,558.659141773,4.75485681675
181,185,0.000527187,0.004801676,0.015584609,904,904,904,0,0,1,-30,30,61.9677528503,3.45432209144,-61.9472005604,-4.8085318946
181,186,0.000107848,0.00115502,0.097290289,2172,2172,2172,0,0,1,-30,30,486.855664895,39.8368269561,-486.595169756,-46.6646785258
183,190,0.000766411,0.008208015,0.691382317,2172,2172,2172,0,0,1,-30,30,-1388.53414278,44.7298115441,1403.68882924,49.1883360456
186,187,2.25e-05,0.00024088,0.020289918,2172,2172,2172,0,0,1,-30,30,59.0860819623,3.91346372639,-59.0852810265,-5.90852866872
188,193,0.002127127,0.019374105,0.062881756,904,904,904,0,0,1,-30,30,-218.974347314,-15.0583183644,220.000093503,18.0801582919
189,190,0.001777646,0.016190991,0.05255045,904,904,904,0,0,1,-30,30,-97.2691859953,-6.63409924929,97.4385103111,2.93444902271
189,191,0.002203558,0.020070245,0.065141189,904,904,904,0,0,1,-30,30,37.4026269039,4.69419465028,-37.3702503678,-10.8652240608
189,192,0.00101682,0.009261308,0.030059057,904,904,904,0,0,1,-30,30,-214.348325444,-2.95924927039,214.817880951,4.23761249312
190,192,0.00242922,0.022125603,0.071812182,904,904,904,0,0,1,-30,30,-18.6234261874,-1.54837013268,18.6319528162,-5.55525295846
191,192,0.001436903,0.013087464,0.042477457,904,904,904,0,0,1,-30,30,-208.631257085,-13.7350641262,209.264842429,15.2788258975
50,51,0.000183433257,0.001964511014,0.165475846512,2172,2172,2172,0,0,1,-30,30,-376.54124314,-483.580466135,377.190633496,473.195135586
35,40,0.00110483426,0.010062949878,0.032660913072,904,904,904,0,0,1,-30,30,-272.456735404,-14.1702216005,273.281914537,18.4177796046
52,54,0.001933005918,0.017606026874,0.057143175736,904,904,904,0,0,1,-30,30,-55.5625876247,-91.7652175044,55.7753985926,87.9013042917
138,142,0.002011004995,0.018316450896,0.059448970508,904,904,904,0,0,1,-30,30,-19.5399075287,-2.05700352291,19.5476769596,-3.76080950975
138,142,0.002011004995,0.018316450896,0.059448970508,904,904,904,0,0,1,-30,30,-19.5399075287,-2.05700352291,19.5476769596,-3.76080950975
25,32,0.000169532691,0.001815640428,0.15293609187,2172,2172,2172,0,0,1,-30,30,-282.177957854,-16.5923389627,282.312934264,2.71747015885
20,22,0.000644356576,0.005868869352,0.019048354018,904,904,904,0,0,1,-30,30,-26.7584807129,-35.8716580666,26.770938709,34.0741778943
9,13,0.000433666023,0.00394987702,0.012819957523,904,904,904,0,0,1,-30,30,1.17937741742,-3.50669874198,-1.17933598335,2.22021220967
24,26,0.000579211317,0.005275519295,0.017122541521,904,904,904,0,0,1,-30,30,-24.9960120789,-10.9803792895,25.0002177746,9.30251754341
45,48,0.00110082278,0.010026412888,0.032542326429,904,904,904,0,0,1,-30,30,-30.6751445104,-21.7064867094,30.6896780833,18.520832066
90,92,0.002453205075,0.022344057031,0.072521210305,904,904,904,0,0,1,-30,30,8.5192086632,-13.3818111116,-8.51481590085,6.48267999921
118,124,0.001890331342,0.01721734222,0.055881637535,904,904,904,0,0,1,-30,30,-310.635135386,-5.02438113376,312.447504261,15.8641573509
118,124,0.001890331342,0.01721734222,0.055881637535,904,904,904,0,0,1,-30,30,-310.635135386,-5.02438113376,312.447504261,15.8641573509
189,192,0.001016820174,0.009261308073,0.030059056397,904,904,904,0,0,1,-30,30,-214.348323364,-2.95924543012,214.817878942,4.23760866265
45,48,0.00110082278,0.010026412888,0.032542326429,904,904,904,0,0,1,-30,30,-30.6751445104,-21.7064867094,30.6896780833,18.520832066
25,26,0.000414519896,0.003775492024,0.012253963133,904,904,904,0,0,1,-30,30,-83.2055906726,-16.0544210355,83.2352443143,15.0966228063
54,61,0.001817124979,0.016550570754,0.053717524111,904,904,904,0,0,1,-30,30,-28.1222472666,-6.58544233719,28.1364246745,1.16320876295
61,62,0.000381510002,0.00347483434,0.011278130537,904,904,904,0,0,1,-30,30,-246.649531088,-37.6413739019,246.878931015,38.5613952738
61,62,0.000381510002,0.00347483434,0.011278130537,904,904,904,0,0,1,-30,30,-246.649531088,-37.6413739019,246.878931015,38.5613952738
9,13,0.000433666023,0.00394987702,0.012819957523,904,904,904,0,0,1,-30,30,1.17937741742,-3.50669874198,-1.17933598335,2.22021220967
15,16,0.000271323843,0.00247124689,0.008020826979,904,904,904,0,0,1,-30,30,-25.1211136129,-11.0259459003,25.1231221316,10.237936037
101,109,0.004096076685,0.037307509262,0.121087487441,904,904,904,0,0,1,-30,30,-236.002400988,26.8415770422,238.317010371,-17.9436715784
155,157,0.000172172314,0.00156816405,0.0050897272,904,904,904,0,0,1,-30,30,84.0235524813,3.87437867203,-84.0107657455,-4.2428094839
53,57,0.000450388393,0.004823514405,0.406297100757,2172,2172,2172,0,0,1,-30,30,1016.43210707,246.636029892,-1011.78268273,-239.676373526
13,15,0.000392204914,0.003572244761,0.011594291637,904,904,904,0,0,1,-30,30,-34.9602763188,-11.0842749194,34.9654821938,9.96713852922
98,99,0.000645521679,0.005879481243,0.019082796606,904,904,904,0,0,1,-30,30,130.790932411,28.3801276604,-130.676133665,-29.257651248
132,139,0.00320398088,0.029182204231,0.094715510584,904,904,904,0,0,1,-30,30,11.4420726411,-6.20014935471,-11.4377350396,-3.08608117429
