Type,id,transforms--timedata,transforms--constraints--BalanceConstraint,transforms--transformation_rate,transforms--electricity_consumption,transforms--electricity_production,transforms--co2_content,transforms--emission_rate,transforms--capture_rate,edges--origin_edge--commodity,edges--origin_edge--has_capacity,edges--origin_edge--can_expand,edges--origin_edge--start_vertex,edges--origin_edge--investment_cost,edges--origin_edge--fixed_om_cost,edges--origin_edge--variable_om_cost,edges--general_edge--commodity,edges--general_edge--end_vertex,edges--elec_consumption_edge--commodity,edges--elec_consumption_edge--start_vertex,edges--elec_production_edge--commodity,edges--elec_production_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--start_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--end_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--end_vertex
BiomassTransformation,BR_CE_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_CE,0,0,0,Residue,residue_BR_CE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_DF_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_DF,0,0,0,Residue,residue_BR_DF,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_ES_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_ES,0,0,0,Residue,residue_BR_ES,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_GO_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_GO,0,0,0,Residue,residue_BR_GO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MA_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_MA,0,0,0,Residue,residue_BR_MA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MT_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_MT,0,0,0,Residue,residue_BR_MT,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MS_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_MS,0,0,0,Residue,residue_BR_MS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MG_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_MG,0,0,0,Residue,residue_BR_MG,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PA_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_PA,0,0,0,Residue,residue_BR_PA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PB_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_PB,0,0,0,Residue,residue_BR_PB,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PR_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_PR,0,0,0,Residue,residue_BR_PR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PE_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_PE,0,0,0,Residue,residue_BR_PE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PI_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_PI,0,0,0,Residue,residue_BR_PI,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RJ_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_RJ,0,0,0,Residue,residue_BR_RJ,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RN_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_RN,0,0,0,Residue,residue_BR_RN,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RS_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_RS,0,0,0,Residue,residue_BR_RS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RO_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_RO,0,0,0,Residue,residue_BR_RO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RR_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_RR,0,0,0,Residue,residue_BR_RR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SC_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_SC,0,0,0,Residue,residue_BR_SC,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SP_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_SP,0,0,0,Residue,residue_BR_SP,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SE_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_SE,0,0,0,Residue,residue_BR_SE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_TO_sorghumstraw_trans,Biomass,TRUE,1,0,0,0,0,0,SorghumStraw,TRUE,TRUE,sorghumstraw_BR_TO,0,0,0,Residue,residue_BR_TO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AC_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_AC,0,0,0,Residue,residue_BR_AC,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AL_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_AL,0,0,0,Residue,residue_BR_AL,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AP_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_AP,0,0,0,Residue,residue_BR_AP,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AM_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_AM,0,0,0,Residue,residue_BR_AM,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_BA_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_BA,0,0,0,Residue,residue_BR_BA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_CE_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_CE,0,0,0,Residue,residue_BR_CE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_DF_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_DF,0,0,0,Residue,residue_BR_DF,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_ES_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_ES,0,0,0,Residue,residue_BR_ES,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_GO_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_GO,0,0,0,Residue,residue_BR_GO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MA_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_MA,0,0,0,Residue,residue_BR_MA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MT_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_MT,0,0,0,Residue,residue_BR_MT,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MS_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_MS,0,0,0,Residue,residue_BR_MS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MG_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_MG,0,0,0,Residue,residue_BR_MG,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PA_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_PA,0,0,0,Residue,residue_BR_PA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PB_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_PB,0,0,0,Residue,residue_BR_PB,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PR_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_PR,0,0,0,Residue,residue_BR_PR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PE_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_PE,0,0,0,Residue,residue_BR_PE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PI_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_PI,0,0,0,Residue,residue_BR_PI,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RJ_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_RJ,0,0,0,Residue,residue_BR_RJ,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RN_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_RN,0,0,0,Residue,residue_BR_RN,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RS_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_RS,0,0,0,Residue,residue_BR_RS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RO_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_RO,0,0,0,Residue,residue_BR_RO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RR_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_RR,0,0,0,Residue,residue_BR_RR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SC_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_SC,0,0,0,Residue,residue_BR_SC,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SP_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_SP,0,0,0,Residue,residue_BR_SP,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SE_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_SE,0,0,0,Residue,residue_BR_SE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_TO_soybeanresidue_trans,Biomass,TRUE,1,0,0,0,0,0,Soybean,TRUE,TRUE,soybean_residue_processed_BR_TO,0,0,0,Residue,residue_BR_TO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AC_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_AC,0,0,0,Residue,residue_BR_AC,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AL_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_AL,0,0,0,Residue,residue_BR_AL,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AP_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_AP,0,0,0,Residue,residue_BR_AP,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AM_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_AM,0,0,0,Residue,residue_BR_AM,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_BA_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_BA,0,0,0,Residue,residue_BR_BA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_CE_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_CE,0,0,0,Residue,residue_BR_CE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_DF_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_DF,0,0,0,Residue,residue_BR_DF,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_ES_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_ES,0,0,0,Residue,residue_BR_ES,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_GO_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_GO,0,0,0,Residue,residue_BR_GO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MA_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_MA,0,0,0,Residue,residue_BR_MA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MT_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_MT,0,0,0,Residue,residue_BR_MT,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MS_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_MS,0,0,0,Residue,residue_BR_MS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MG_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_MG,0,0,0,Residue,residue_BR_MG,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PA_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_PA,0,0,0,Residue,residue_BR_PA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PB_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_PB,0,0,0,Residue,residue_BR_PB,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PR_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_PR,0,0,0,Residue,residue_BR_PR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PE_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_PE,0,0,0,Residue,residue_BR_PE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_PI_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_PI,0,0,0,Residue,residue_BR_PI,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RJ_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_RJ,0,0,0,Residue,residue_BR_RJ,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RN_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_RN,0,0,0,Residue,residue_BR_RN,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RS_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_RS,0,0,0,Residue,residue_BR_RS,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RO_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_RO,0,0,0,Residue,residue_BR_RO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_RR_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_RR,0,0,0,Residue,residue_BR_RR,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SC_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_SC,0,0,0,Residue,residue_BR_SC,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SP_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_SP,0,0,0,Residue,residue_BR_SP,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_SE_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_SE,0,0,0,Residue,residue_BR_SE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_TO_sugarcanestraw_trans,Biomass,TRUE,1,0,0,0,0,0,Sugarcane,TRUE,TRUE,sugarcane_straw_processed_BR_TO,0,0,0,Residue,residue_BR_TO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AC_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_AC,0,0,0,Residue,residue_BR_AC,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AL_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_AL,0,0,0,Residue,residue_BR_AL,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AP_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_AP,0,0,0,Residue,residue_BR_AP,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_AM_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_AM,0,0,0,Residue,residue_BR_AM,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_BA_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_BA,0,0,0,Residue,residue_BR_BA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_CE_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_CE,0,0,0,Residue,residue_BR_CE,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_DF_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_DF,0,0,0,Residue,residue_BR_DF,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_ES_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_ES,0,0,0,Residue,residue_BR_ES,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_GO_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_GO,0,0,0,Residue,residue_BR_GO,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
BiomassTransformation,BR_MA_wheatstraw_trans,Biomass,TRUE,1,0,0,0,0,0,WheatStraw,TRUE,TRUE,wheatstraw_BR_MA,0,0,0,Residue,residue_BR_MA,Electricity,elec_BR,Electricity,elec_BR,CO2,co2_sink,CO2,co2_sink,CO2Captured,co2_captured_BR
